sg_uf;nm_municipio;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
RJ;ARARUAMA;13;Vereador;55609;JOSE DOMINGUES EURICO;ZEZINHO;PSD;PMDB / PSDC / PRTB / PTC / PSD;1;Eleito;2012-10-07 19:29:28;58033;190000021787;;1699;;1662;
RJ;ARARUAMA;13;Vereador;14123;CARLOS ALBERTO SIQUEIRA DA SILVA;RUSSO DO FERRO VELHO;PTB;PDT / PTB / PV / PSDB / PC do B;1;Eleito;2012-10-07 19:29:28;58033;190000010803;;1699;;1504;
RJ;ARARUAMA;13;Vereador;10123;CRISTIANE MEIRELES LOPES DE MARINS;CRISTIANE MARINS;PRB;PRB / PT;1;Eleito;2012-10-07 19:29:28;58033;190000022578;;1699;;1390;
RJ;ARARUAMA;13;Vereador;55642;JAIR FRANCISCO DO PRADO;JAIR DO RAIO X;PSD;PMDB / PSDC / PRTB / PTC / PSD;1;Suplente;2012-10-07 19:29:28;58033;190000021785;;1699;;1325;
RJ;ARARUAMA;13;Vereador;11234;JIZAMAR COUTINHO SOUZA;BORRACHA;PP;PP / PRP;1;Eleito;2012-10-07 19:29:28;58033;190000022809;;1699;;1233;
RJ;ARARUAMA;13;Vereador;43654;CLAUDIO NORBERTO GONCALVES;CLAUDIO NORBERTO;PV;PDT / PTB / PV / PSDB / PC do B;1;Eleito;2012-10-07 19:29:28;58033;190000010807;;1699;;1230;
RJ;ARARUAMA;13;Vereador;20680;JULIO CESAR DOS SANTOS COUTINHO;JULIO CESAR;PSC;PSC / PSB;1;Eleito;2012-10-07 19:29:28;58033;190000027185;;1699;;1144;
RJ;ARARUAMA;13;Vereador;70199;RONE ROSSY DA SILVEIRA ABREU;RONE ROSSY;PT do B;DEM / PT do B;1;Eleito;2012-10-07 19:29:28;58033;190000005105;;1699;;1121;
RJ;ARARUAMA;13;Vereador;22333;MARIA DA PENHA BERNARDES;PENHA;PR;PR / PPS / PHS;1;Eleito;2012-10-07 19:29:28;58033;190000028427;;1699;;1101;
RJ;ARARUAMA;13;Vereador;22555;CARLOS HENRIQUE FERREIRA DUTRA;CARLINHOS DUTRA;PR;PR / PPS / PHS;1;Eleito;2012-10-07 19:29:28;58033;190000003645;;1699;;1095;
RJ;ARARUAMA;13;Vereador;17605;PAULO ROBERTO CORRÊA JUNIOR;PAULINHO CORRÊA;PSL;PSL / PMN;1;Eleito;2012-10-07 19:29:28;58033;190000018970;;1699;;1057;
RJ;ARARUAMA;13;Vereador;40637;RAIMUNDO ALBERTO DE SOUZA;SARGENTO RAIMUNDO;PSB;PSC / PSB;1;Eleito;2012-10-07 19:29:28;58033;190000021892;;1699;;999;
RJ;ARARUAMA;13;Vereador;40123;JOSE MAGNO MARTINS;MAGNO DHECO;PSB;PSC / PSB;1;Eleito;2012-10-07 19:29:28;58033;190000021882;;1699;;913;
RJ;ARARUAMA;13;Vereador;10456;ROSANA NOGUEIRA DE SOUZA GARDEAZABAL;ROSANA GARDEAZABAL;PRB;PRB / PT;1;Eleito;2012-10-07 19:29:28;58033;190000022596;;1699;;858;
RJ;ARARUAMA;13;Vereador;40040;JOSE RODOLFO SILVA DE SIQUEIRA DE OLIVEIRA;RODOLFO BUDA;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021883;;1699;;857;
RJ;ARARUAMA;13;Vereador;13000;VALERIA CRISTINA TAVARES DO AMARAL MONTEIRO;PROFESSORA VALERIA;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022598;;1699;;819;
RJ;ARARUAMA;13;Vereador;20650;SÉRGIO CUNHA DE ANDRADE;SERGINHO;PSC;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021898;;1699;;804;
RJ;ARARUAMA;13;Vereador;13456;JOSE ANTONIO ALVES;JOSÉ ANTONIO ALVES;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022585;;1699;;798;
RJ;ARARUAMA;13;Vereador;65123;SAULO PERES GARCIA;SAULO PERES;PC do B;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010830;;1699;;790;
RJ;ARARUAMA;13;Vereador;40234;PAULO HENRIQUE MARIANO FERRAZ;BAMBU;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021889;;1699;;780;
RJ;ARARUAMA;13;Vereador;70100;RAFAEL FIGUEIREDO CHAGAS;RAFAEL CHAGAS;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005103;;1699;;767;
RJ;ARARUAMA;13;Vereador;13622;LUIZ FERNANDO DE ANDRADE;LUIZ LARGADO;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022589;;1699;;741;
RJ;ARARUAMA;13;Vereador;40777;GIOVANI VIEIRA NIRELLO;GIOVANI NIRELLO;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021880;;1699;;733;
RJ;ARARUAMA;13;Vereador;11660;MARCOS ANTONIO TEIXEIRA;MARCOS PEIXEIRO;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022819;;1699;;705;
RJ;ARARUAMA;13;Vereador;13513;JOÃO MAURO DE MELO LACERDA;JOÃO MAURO;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022586;;1699;;683;
RJ;ARARUAMA;13;Vereador;20688;ANTONIO CARLOS DE MACEDO RODRIGUES;TONINHO AMIGO;PSC;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021873;;1699;;655;
RJ;ARARUAMA;13;Vereador;40333;MONICA MARIA PESSOA DA COSTA;MONICA COSTA;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021887;;1699;;622;
RJ;ARARUAMA;13;Vereador;10789;REGINALDO PEREIRA COELHO;REGINALDO COELHO;PRB;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022595;;1699;;612;
RJ;ARARUAMA;13;Vereador;13017;MARIO ANTONIO DIAS DA SILVA;MARIO DIAS;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022592;;1699;;603;
RJ;ARARUAMA;13;Vereador;17456;ANTONIO CARLOS QUINTANILHA;TONINHO JOEL;PSL;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018949;;1699;;587;
RJ;ARARUAMA;13;Vereador;13123;ALESSANDRO DOMINGUES LESSA;ALESSANDRO LESSA;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022571;;1699;;580;
RJ;ARARUAMA;13;Vereador;11665;MAURICIO PINTO DE MELO;MAURICIO MELO;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022823;;1699;;528;
RJ;ARARUAMA;13;Vereador;11456;JULIO GONÇALVES MARINHO;JULIO MARINHO;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022814;;1699;;507;
RJ;ARARUAMA;13;Vereador;40555;ROBERTO TOVAR;PROFESSOR BETO;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021893;;1699;;492;
RJ;ARARUAMA;13;Vereador;33789;FRANCISCO VICTOR DOS SANTOS;VITOR CARANGA;PMN;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018954;;1699;;491;
RJ;ARARUAMA;13;Vereador;13001;EVERALDO PEREIRA LEAL;EVERALDO LEAL;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022582;;1699;;489;
RJ;ARARUAMA;13;Vereador;13013;CARLOS EDUARDO NOGUEIRA SANTOS;EDUARDO NOGUEIRA;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022574;;1699;;488;
RJ;ARARUAMA;13;Vereador;33233;JULIO CESAR DE MARINS PINHEIRO;JUNIOR DA RADIO;PMN;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018959;;1699;;488;
RJ;ARARUAMA;13;Vereador;33033;NELSON LUIZ SIQUEIRA BARBOSA;NELSINHO DO SOM;PMN;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018967;;1699;;479;
RJ;ARARUAMA;13;Vereador;11222;IVETE BARROSO DE CASTRO AZEVEDO;IVETE;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022808;;1699;;478;
RJ;ARARUAMA;13;Vereador;40064;MARIA DEUSA MARMO DE SOUZA;DEUSA;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021886;;1699;;475;
RJ;ARARUAMA;13;Vereador;23456;REJANE DA SILVA GOMES LIMA;REJANE SILVA;PPS;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003665;;1699;;457;
RJ;ARARUAMA;13;Vereador;13333;CLAUDIO ELENO VIEIRA DOS SANTOS;CLAUDINHO;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022576;;1699;;452;
RJ;ARARUAMA;13;Vereador;13444;ANDRE LUIZ BERNARDES;DECO;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022573;;1699;;451;
RJ;ARARUAMA;13;Vereador;22000;ELOI PEREIRA RAMALHO;ELOI RAMALHO;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003649;;1699;;434;
RJ;ARARUAMA;13;Vereador;22222;WANDERLEI DA SILVA VIEIRA;CHINA;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003673;;1699;;402;
RJ;ARARUAMA;13;Vereador;25300;GERSON MONTEDONIO CHAGASTELLES;DOUTOR GERSON;DEM;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005086;;1699;;399;
RJ;ARARUAMA;13;Vereador;70444;GIVAL ALVES DA SILVA;VAVAL DA VILA CAPRI;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005087;;1699;;397;
RJ;ARARUAMA;13;Vereador;22777;PAULO TEIXEIRA BASTOS;PAULÃO;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003663;;1699;;380;
RJ;ARARUAMA;13;Vereador;17123;JOSE ANTONIO MACHADO;TONYNHO MACHADO;PSL;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018957;;1699;;367;
RJ;ARARUAMA;13;Vereador;40121;EDUARDO MAGNO VALLADARES JUNIOR;EDUARDO VALLADARES;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021876;;1699;;365;
RJ;ARARUAMA;13;Vereador;22560;ARLINDO SILVA SOUSA JUNIOR;ARLINDO JUNIOR;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003642;;1699;;361;
RJ;ARARUAMA;13;Vereador;17607;SILVINO JORGE GOMES DOS ANJOS;SILVINO JORGE;PSL;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018973;;1699;;340;
RJ;ARARUAMA;13;Vereador;22456;BRUNO NUNES DE MATTOS;BRUNO KBV;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003643;;1699;;339;
RJ;ARARUAMA;13;Vereador;22678;HUGO DA SILVA;HUGO DA SILVA;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003652;;1699;;336;
RJ;ARARUAMA;13;Vereador;70123;ASSIS CASSIO DE SOUSA ALECRIM;ASSIS COTINHA;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005082;;1699;;327;
RJ;ARARUAMA;13;Vereador;22132;JAILSON GOMES FURTADO PINHEIRO TELES;JAILSON GOMES;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003653;;1699;;308;
RJ;ARARUAMA;13;Vereador;40789;CARLOS HENRIQUE DIAS DE OLIVEIRA;HENRIQUE FORMIGÃO;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021874;;1699;;306;
RJ;ARARUAMA;13;Vereador;11122;JORGE LIMA DA SILVA;JORGE DO COCO;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022811;;1699;;300;
RJ;ARARUAMA;13;Vereador;13171;JORGE LUIZ PEREIRA VITORIA;JORGE CARAPEBA;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022584;;1699;;297;
RJ;ARARUAMA;13;Vereador;12580;MERALDO HULPAN PEREIRA;MERALDO HULPAN;PDT;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010825;;1699;;296;
RJ;ARARUAMA;13;Vereador;25123;MOACIR GOMES DA COSTA JUNIOR;MOACIR GOMES;DEM;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005100;;1699;;292;
RJ;ARARUAMA;13;Vereador;17222;PAULO JEOVANI GONÇALVES MARINHO;JEOVANI JARDIM;PSL;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018969;;1699;;291;
RJ;ARARUAMA;13;Vereador;40678;PAULO RICARDO BARRETO;PAULINHO GOSPEL;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021890;;1699;;287;
RJ;ARARUAMA;13;Vereador;40233;PAULO ROBERTO MEDEIROS ROLIM;PAULO ROLIM;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021891;;1699;;279;
RJ;ARARUAMA;13;Vereador;22457;ANTONIO RODRIGUES MOREIRA;TONINHO DA MERCEARIA;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003641;;1699;;278;
RJ;ARARUAMA;13;Vereador;12345;JOAO CARLOS ALVES MACHADO;MACHADO;PDT;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010815;;1699;;268;
RJ;ARARUAMA;13;Vereador;14051;RICARDO IBRAIM LEOVEGILDO DE ASSUMPCAO;RICARDO CANHOTO;PTB;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010827;;1699;;260;
RJ;ARARUAMA;13;Vereador;11764;MARCOS LAZARO CAMELO BORBA;MARQUINHO DA PIZZA;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022820;;1699;;257;
RJ;ARARUAMA;13;Vereador;70999;AUDAMIR DA CRUZ CUNHA;QUINHO;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005083;;1699;;242;
RJ;ARARUAMA;13;Vereador;11230;VANDERLEI PEROCA;PEROCA;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022827;;1699;;239;
RJ;ARARUAMA;13;Vereador;25321;NILSON BRASIL;BRANCO;DEM;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005101;;1699;;235;
RJ;ARARUAMA;13;Vereador;22345;LUIZ CARLOS ALVES MOREIRA;LUIZ PROTÉTICO;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003656;;1699;;217;
RJ;ARARUAMA;13;Vereador;22545;SONIA DOS SANTOS COUTO;SONIA COUTO;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003670;;1699;;214;
RJ;ARARUAMA;13;Vereador;13555;PAULO DO ESPIRITO SANTO LEITE;PAULO SO VITORIA;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022594;;1699;;212;
RJ;ARARUAMA;13;Vereador;70070;JORGE MAGNO QUIARES DA SILVA SOARES;MAGUINHO;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005091;;1699;;211;
RJ;ARARUAMA;13;Vereador;20615;ANDRÉ GIOVANNI NERES COUTINHO;ANDRÉ GIOVANNI;PSC;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021872;;1699;;206;
RJ;ARARUAMA;13;Vereador;11777;ARAKEN RAFAEL DOS TABAJARAS DE NUNES RODRIGUES;DR ARAKEN;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022802;;1699;;204;
RJ;ARARUAMA;13;Vereador;70555;LIZOEL FRANCISCO DA CONCEIÇÃO;PROFESSOR LIZOEL;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005095;;1699;;195;
RJ;ARARUAMA;13;Vereador;22223;LADJANE DE OLIVEIRA ALMEIDA;LADJANE DA CRECHE;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003654;;1699;;193;
RJ;ARARUAMA;13;Vereador;22007;MARCELO DOS SANTOS CERQUEIRA;MARCELO CERQUEIRA;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003658;;1699;;188;
RJ;ARARUAMA;13;Vereador;70700;HELOISA HELENA LOPES ALVES;HELOISA HELENA;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005089;;1699;;188;
RJ;ARARUAMA;13;Vereador;14193;JUAREZ FERREIRA LOPES;AMIGO JUAREZ;PTB;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010818;;1699;;186;
RJ;ARARUAMA;13;Vereador;23123;MIRYAM INEZ DE LIMA;MIRYAM INEZ;PPS;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003660;;1699;;185;
RJ;ARARUAMA;13;Vereador;25306;DIODATO SIQUEIRA PONCIANO;DADÁ;DEM;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005085;;1699;;182;
RJ;ARARUAMA;13;Vereador;22789;SONIA MARIA BASTOS DA SILVA;PROF, SONIA BASTOS;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003671;;1699;;181;
RJ;ARARUAMA;13;Vereador;70888;MAISA CLAUDINO DOS SANTOS;MAISA DOS SANTOS;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005097;;1699;;181;
RJ;ARARUAMA;13;Vereador;25027;ROSA MARIA GONÇALVES;ROSA MARIA;DEM;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005106;;1699;;180;
RJ;ARARUAMA;13;Vereador;11190;SIMONE SOUZA SANTOS;SIMONE LEGAL;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022825;;1699;;180;
RJ;ARARUAMA;13;Vereador;20632;FRANCISCO ORLANDO SOARES DA SILVA;ORLANDO CAMINHÃO;PSC;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021878;;1699;;174;
RJ;ARARUAMA;13;Vereador;11560;ADENOR DE CASTRO VIEIRA;ADENOR DE CASTRO;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022798;;1699;;174;
RJ;ARARUAMA;13;Vereador;22696;PAULO CESAR LIMA DUQUE ESTRADA COSTA;PAULO DUQUE;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003662;;1699;;172;
RJ;ARARUAMA;13;Vereador;14114;MARLUCIA GARCIA DA SILVA;MARLUCIA;PTB;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010824;;1699;;172;
RJ;ARARUAMA;13;Vereador;15015;RUI VICENTE MARTINS DE JESUS;RUI VICENTE;PMDB;PMDB / PSDC / PRTB / PTC / PSD;1;Suplente;2012-10-07 19:29:28;58033;190000021806;;1699;;164;
RJ;ARARUAMA;13;Vereador;11120;MARIO ANTONIO BARBOSA FARIA;MARIO VEM AÍ;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022822;;1699;;154;
RJ;ARARUAMA;13;Vereador;43000;DINA CARLA MAGALHAES PINTO DE CARVALHO;CARLA MAGALHAES;PV;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010809;;1699;;151;
RJ;ARARUAMA;13;Vereador;14190;MARCELO LEAO PEDROSA;MARCELO PEDROSA;PTB;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010819;;1699;;146;
RJ;ARARUAMA;13;Vereador;25302;LUIZ ANTONIO LOPES JUNIOR;TONINHO GENTE DA GENTE;DEM;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005096;;1699;;144;
RJ;ARARUAMA;13;Vereador;22190;CARLOS ANTONIO OLIVEIRA DE AQUINO;AQUINO DO PAPA;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003644;;1699;;144;
RJ;ARARUAMA;13;Vereador;13252;CELIO REGINALDO MOREIRA PIMENTEL;FALA CELIO;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022575;;1699;;140;
RJ;ARARUAMA;13;Vereador;22137;DANIELLE DA SILVA SAMPAIO;DANIELLE SAMPAIO;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003648;;1699;;139;
RJ;ARARUAMA;13;Vereador;14111;DANIELA CAMARGO DE OLIVEIRA;DRª DANIELA CAMARGO;PTB;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010808;;1699;;139;
RJ;ARARUAMA;13;Vereador;22444;MARCO AURELIO FARIA DANTAS;MARQUINHO DA TOYOTA;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003659;;1699;;138;
RJ;ARARUAMA;13;Vereador;40300;LUÍS ANDRÉ DOS ANJOS DE SOUZA;ANDRE FISCAL;PSB;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021885;;1699;;138;
RJ;ARARUAMA;13;Vereador;44567;ALDIMAR DA SILVA FARIA;MAZINHO DE PARACATU;PRP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022800;;1699;;136;
RJ;ARARUAMA;13;Vereador;14688;MARCIO SANT'ANNA DOS SANTOS;PROFESSOR MARCIO;PTB;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010820;;1699;;136;
RJ;ARARUAMA;13;Vereador;33288;VALDETE BRAZ PEREIRA;BRAZ DA CHATUBA;PMN;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018975;;1699;;135;
RJ;ARARUAMA;13;Vereador;14444;VILMAR JOSE DIAS DE OLIVEIRA;MEIRA;PTB;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010833;;1699;;130;
RJ;ARARUAMA;13;Vereador;20123;SONIA PINTO RODRIGUES;SONIA DA CONDADO;PSC;PSC / PSB;1;Suplente;2012-10-07 19:29:28;58033;190000021896;;1699;;126;
RJ;ARARUAMA;13;Vereador;65678;JOSIEL DA SILVA CORREA;ZIEL;PC do B;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010817;;1699;;126;
RJ;ARARUAMA;13;Vereador;13133;JUAREZ DE SOUZA;JUAREZ MARINHO;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022587;;1699;;126;
RJ;ARARUAMA;13;Vereador;55999;ANTONIO CARLOS CARVALHO;CARVALHÃO;PSD;PMDB / PSDC / PRTB / PTC / PSD;1;Suplente;2012-10-07 19:29:28;58033;190000021777;;1699;;121;
RJ;ARARUAMA;13;Vereador;70120;ARILSON FERREIRA MARINHO;ARILSON MARINHO;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005081;;1699;;120;
RJ;ARARUAMA;13;Vereador;55677;ITAMAR JOSE MARINS DA SILVA;SENINHA;PSD;PMDB / PSDC / PRTB / PTC / PSD;1;Suplente;2012-10-07 19:29:28;58033;190000021784;;1699;;120;
RJ;ARARUAMA;13;Vereador;22346;CHARLES JOSE DA SILVA PUSSER;CHARLES DO CONDOMINIO II;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003647;;1699;;115;
RJ;ARARUAMA;13;Vereador;13777;EUCLIDES GOMES DA SILVA;EUCLIDES DO LABORATÓRIO;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022580;;1699;;113;
RJ;ARARUAMA;13;Vereador;70111;SILVIA ELENA CORDEIRO MOREIRA DE CARVALHO;SILVINHA;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005108;;1699;;109;
RJ;ARARUAMA;13;Vereador;15622;SONIA REGINA DAMIGO;SONIA DAMIGO;PMDB;PMDB / PSDC / PRTB / PTC / PSD;1;Suplente;2012-10-07 19:29:28;58033;190000021808;;1699;;108;
RJ;ARARUAMA;13;Vereador;70013;CLEBER ANTONIO DIAS;CLÉBER JÁ É;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005084;;1699;;108;
RJ;ARARUAMA;13;Vereador;13031;LUIS MOSCOVICI;LUIS XUA;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022588;;1699;;105;
RJ;ARARUAMA;13;Vereador;33635;JORGE ALVES CANELAS;JORGINHO DO POSTO;PMN;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018956;;1699;;103;
RJ;ARARUAMA;13;Vereador;22266;NAZARE FREITAS DA SILVA;NANÁ;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003661;;1699;;103;
RJ;ARARUAMA;13;Vereador;17147;PAULO ROBERTO SIQUEIRA SILVA;PAULO SIQUEIRA;PSL;PSL / PMN;1;Suplente;2012-10-07 19:29:28;58033;190000018971;;1699;;101;
RJ;ARARUAMA;13;Vereador;22023;PEDRO SERPA CHAVES;PEDRO CHAVES;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003664;;1699;;101;
RJ;ARARUAMA;13;Vereador;27777;CLAUDIO NOVAES BARDAÇON;CLAUDIO NOVAES;PSDC;PMDB / PSDC / PRTB / PTC / PSD;1;Suplente;2012-10-07 19:29:28;58033;190000021780;;1699;;101;
RJ;ARARUAMA;13;Vereador;13131;EVALDO GUIMARÃES DE JESUS;EVALDO GUIMARÃES;PT;PRB / PT;1;Suplente;2012-10-07 19:29:28;58033;190000022581;;1699;;92;
RJ;ARARUAMA;13;Vereador;22022;SANDRA REGINA CHAGAS DA SILVA MENDONÇA CHAVES;AMIGA SANDRÃO;PR;PR / PPS / PHS;1;Suplente;2012-10-07 19:29:28;58033;190000003668;;1699;;91;
RJ;ARARUAMA;13;Vereador;45190;TELMO BATISTA DE SOUZA;THEO DO CLORO;PSDB;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000010832;;1699;;90;
RJ;ARARUAMA;13;Vereador;70620;VIVIANE MOURA DE OLIVEIRA;VIVIANE MOURA;PT do B;DEM / PT do B;1;Suplente;2012-10-07 19:29:28;58033;190000005109;;1699;;87;
RJ;ARARUAMA;13;Vereador;11233;MONICA MORAES DE SOUZA;PROFª MONICA;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022824;;1699;;84;
RJ;ARARUAMA;13;Vereador;65432;ALTAMIRO DE PAULA PINTO FILHO;PROFESSOR MIRO;PC do B;PDT / PTB / PV / PSDB / PC do B;1;Suplente;2012-10-07 19:29:28;58033;190000028534;;1699;;83;
RJ;ARARUAMA;13;Vereador;11250;JOSE ANTONIO CORREA JARDIM;PACHECO;PP;PP / PRP;1;Suplente;2012-10-07 19:29:28;58033;190000022813;;1699;;83;
