sg_uf;nm_municipio;cd_cargo;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_composicao_coligacao;nr_turno;ds_sit_totalizacao;dt_ult_totalizacao;sg_ue;sq_candidato;nm_tipo_destinacao_votos;sq_eleicao_divulga;pc_votos_validos;qt_votos_nom_validos;qt_votos_concorrentes
RJ;ANGRA DOS REIS;13;Vereador;22007;LUIS CLAUDIO PEREIRA DAS DORES;CLAUDINHO;PR;PR;1;Suplente;2017-03-14 14:06:37;58017;190000012972;;2;;1083;
RJ;ANGRA DOS REIS;13;Vereador;13789;MARIA DO CARMO AGUIAR;LIA;PT;PT / PV;1;Não Eleito;2017-03-14 14:06:37;58017;190000008423;;2;;1058;
RJ;ANGRA DOS REIS;13;Vereador;15789;CRISTIANE BRASIL DA SILVA;TITI BRASIL;PMDB;PMDB;1;Eleito;2017-03-14 14:06:37;58017;190000007875;;2;;957;
RJ;ANGRA DOS REIS;13;Vereador;45321;CASSIA PEREIRA CALDELLAS;DRA, CASSIA;PSDB;PSDB;1;Não Eleito;2017-03-14 14:06:37;58017;190000011136;;2;;936;
RJ;ANGRA DOS REIS;13;Vereador;40007;WALACE ALVES DO NASCIMENTO;WALACE ALVES;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005226;;2;;916;
RJ;ANGRA DOS REIS;13;Vereador;10123;LEONARDO NASCIMENTO DE SOUZA;PASTOR LEONARDO NASCIMENTO;PRB;PRB;1;Não Eleito;2017-03-14 14:06:37;58017;190000014694;;2;;915;
RJ;ANGRA DOS REIS;13;Vereador;11111;JOSÉ MARCELO GOMES DA SILVA;MARCELO ÍNDIO;PP;PP / PSL;1;Não Eleito;2017-03-14 14:06:37;58017;190000013579;;2;;892;
RJ;ANGRA DOS REIS;13;Vereador;15612;SANDRA FERREIRA SARMENTO LIMA;SANDRA SARMENTO DO VERDURÃO;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007872;;2;;892;
RJ;ANGRA DOS REIS;13;Vereador;11611;MARCELO DE ALENCAR FERREIRA;MARCELINHO BOBY;PP;PP / PSL;1;Não Eleito;2017-03-14 14:06:37;58017;190000013575;;2;;849;
RJ;ANGRA DOS REIS;13;Vereador;45111;JOSE MARCIO ALVES GAUDARD;MARCIO GAUDARD;PSDB;PSDB;1;Não Eleito;2017-03-14 14:06:37;58017;190000011148;;2;;836;
RJ;ANGRA DOS REIS;13;Vereador;15650;JOÃO BATISTA DA CUNHA MIGUEL;JOÃO MIGUEL;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007877;;2;;805;
RJ;ANGRA DOS REIS;13;Vereador;40777;GUSTAVO MARCONDES VILLA;DR, GUSTAVO;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005233;;2;;803;
RJ;ANGRA DOS REIS;13;Vereador;12000;ANDRÉ PORTO PEREIRA;DEDÉ;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017307;;2;;803;
RJ;ANGRA DOS REIS;13;Vereador;12122;JOCIMAR HENRIQUE;HENRIQUE OBINA;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017314;;2;;798;
RJ;ANGRA DOS REIS;13;Vereador;12223;LUIS ALBERTO MOREIRA DO CARMO;BETO MOREIRA;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017317;;2;;778;
RJ;ANGRA DOS REIS;13;Vereador;11234;EDILSON DE SOUZA;DINDA;PP;PP / PSL;1;Não Eleito;2017-03-14 14:06:37;58017;190000013561;;2;;763;
RJ;ANGRA DOS REIS;13;Vereador;13123;EDUARDO DA SILVA GODINHO;GODINHO;PT;PT / PV;1;Não Eleito;2017-03-14 14:06:37;58017;190000008417;;2;;754;
RJ;ANGRA DOS REIS;13;Vereador;45045;EVELYN DELFINA SOARES FERREIRA TONAKI;EVELYN MIMA;PSDB;PSDB;1;Não Eleito;2017-03-14 14:06:37;58017;190000011143;;2;;730;
RJ;ANGRA DOS REIS;13;Vereador;19000;CARLOS EDUARDO DOS SANTOS MILER;DUDU DO TURISMO;PTN;PTB / PTN;1;Não Eleito;2017-03-14 14:06:37;58017;190000004064;;2;;708;
RJ;ANGRA DOS REIS;13;Vereador;90999;SEBASTIÃO FERREIRA GOMES;GILBERTO;PROS;PROS / PMN;1;Não Eleito;2017-03-14 14:06:37;58017;190000012573;;2;;692;
RJ;ANGRA DOS REIS;13;Vereador;13011;LUIS GUSTAVO DE CARVALHO SOARES;GUSTAVO DO ESPORTE;PT;PT / PV;1;Não Eleito;2017-03-14 14:06:37;58017;190000008425;;2;;691;
RJ;ANGRA DOS REIS;13;Vereador;20333;FABIANO VANDERLEI LEITE;FABIANO LEITE;PSC;PSC;1;Suplente;2017-03-14 14:06:37;58017;190000005180;;2;;686;
RJ;ANGRA DOS REIS;13;Vereador;12123;LEANDRO CORREA DA SILVA;LEANDRO SILVA;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017315;;2;;677;
RJ;ANGRA DOS REIS;13;Vereador;40009;ERNANI ALVES RIQUEZA;ERNANI DA CRECHE;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005231;;2;;673;
RJ;ANGRA DOS REIS;13;Vereador;13147;LENIEL JOSÉ ONÓRIO;PASTOR LENIEL;PT;PT / PV;1;Não Eleito;2017-03-14 14:06:37;58017;190000008418;;2;;659;
RJ;ANGRA DOS REIS;13;Vereador;31111;EDER DO ROSARIO FREIRE;ÉDER FREIRE;PHS;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011185;;2;;653;
RJ;ANGRA DOS REIS;13;Vereador;11456;MARCOS DA SILVA;MARCOS SILVA;PP;PP / PSL;1;Não Eleito;2017-03-14 14:06:37;58017;190000013578;;2;;617;
RJ;ANGRA DOS REIS;13;Vereador;15115;LUIZ GONÇALVES DA SILVA NETTO;LUIZ BAMBU;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007871;;2;;616;
RJ;ANGRA DOS REIS;13;Vereador;15001;CLÁUDIO RICARDO RIBEIRO PIRES;PAQUITO;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007879;;2;;615;
RJ;ANGRA DOS REIS;13;Vereador;54321;JOSE MARIA JUSTINO;JOSE MARIA JUSTINO;PPL;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011200;;2;;614;
RJ;ANGRA DOS REIS;13;Vereador;11100;ROBERTO SILVA CHAGAS;BEBETO CONTADOR;PP;PP / PSL;1;Não Eleito;2017-03-14 14:06:37;58017;190000013571;;2;;597;
RJ;ANGRA DOS REIS;13;Vereador;40000;BENEDITO PEREIRA DA SILVA;DITO DO AJAX;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005230;;2;;581;
RJ;ANGRA DOS REIS;13;Vereador;12234;IZAIAS DE CASTRO;IZAIAS DE CASTRO MAESTRO;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017311;;2;;578;
RJ;ANGRA DOS REIS;13;Vereador;14111;JOSE JEFERSON PORTILHO DE ALMEIDA;JEFERSON PORTILHO;PTB;PTB / PTN;1;Não Eleito;2017-03-14 14:06:37;58017;190000004070;;2;;570;
RJ;ANGRA DOS REIS;13;Vereador;20123;PABLO DAMASIO DO ESPIRITO SANTO;PABLO DO PÃO;PSC;PSC;1;Suplente;2017-03-14 14:06:37;58017;190000005176;;2;;559;
RJ;ANGRA DOS REIS;13;Vereador;22122;RAPHAEL PEREIRA DE CARVALHO;PR, RAPHAEL CARVALHO;PR;PR;1;Suplente;2017-03-14 14:06:37;58017;190000012975;;2;;548;
RJ;ANGRA DOS REIS;13;Vereador;31500;ARILSON FORSTER INOCENCIO;ARILSON FORSTER;PHS;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011184;;2;;543;
RJ;ANGRA DOS REIS;13;Vereador;90199;MARCO ANTÔNIO DE OLIVEIRA SANTOS;MARCO OLIVEIRA;PROS;PROS / PMN;1;Não Eleito;2017-03-14 14:06:37;58017;190000012581;;2;;539;
RJ;ANGRA DOS REIS;13;Vereador;12222;RUDLEY DA SILVA SOARES;RUDLEY SOARES;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017322;;2;;530;
RJ;ANGRA DOS REIS;13;Vereador;45000;PAULO CESAR OLIVEIRA DA SILVA;PC;PSDB;PSDB;1;Não Eleito;2017-03-14 14:06:37;58017;190000011151;;2;;525;
RJ;ANGRA DOS REIS;13;Vereador;12333;ANDRE CORREA DA SILVA;PASTOR ANDRE CORREA;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017306;;2;;523;
RJ;ANGRA DOS REIS;13;Vereador;11999;LEONARDO DE FREITAS ALMEIDA;LÉO DA SAÚDE;PP;PP / PSL;1;Não Eleito;2017-03-14 14:06:37;58017;190000013566;;2;;519;
RJ;ANGRA DOS REIS;13;Vereador;23100;MARIO LUIS RAMOS;MARIO DO PORTO;PPS;PPS;1;Não Eleito;2017-03-14 14:06:37;58017;190000005213;;2;;508;
RJ;ANGRA DOS REIS;13;Vereador;12789;ANDREI LARA SOARES;ANDREI LARA;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017326;;2;;491;
RJ;ANGRA DOS REIS;13;Vereador;12007;DIEGO VICENTE DA SILVA;DIEGO VICENTE;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017308;;2;;490;
RJ;ANGRA DOS REIS;13;Vereador;77777;ANDRE HENRIQUE DIAS PEREIRA;ANDRE DA SAUDE;SD;SD / PMB;1;Não Eleito;2017-03-14 14:06:37;58017;190000009441;;2;;475;
RJ;ANGRA DOS REIS;13;Vereador;40234;JOSE MANOEL DE OLIVEIRA;ZUZA;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005242;;2;;472;
RJ;ANGRA DOS REIS;13;Vereador;45100;ANDRE JOSE MATHEUS VIANA;ANDRE KOVALIC;PSDB;PSDB;1;Não Eleito;2017-03-14 14:06:37;58017;190000011138;;2;;470;
RJ;ANGRA DOS REIS;13;Vereador;12321;JOAO MARCIO DO NASCIMENTOS DIONISIO;JOAO MARCIO DO ESPORTE;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017313;;2;;465;
RJ;ANGRA DOS REIS;13;Vereador;45655;MAURO JOSE CAMPOS FRANCISCO;MAURO DA GLORIA;PSDB;PSDB;1;Não Eleito;2017-03-14 14:06:37;58017;190000011149;;2;;456;
RJ;ANGRA DOS REIS;13;Vereador;15000;JOVACI DOS SANTOS;JOTA JOTA;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007874;;2;;452;
RJ;ANGRA DOS REIS;13;Vereador;20456;JAIRO MAGNO DE CASTRO;JAIRO MAGNO;PSC;PSC;1;Suplente;2017-03-14 14:06:37;58017;190000005177;;2;;446;
RJ;ANGRA DOS REIS;13;Vereador;15610;JOSE CARLOS GABRIEL;CARLOS GABRIEL;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007869;;2;;439;
RJ;ANGRA DOS REIS;13;Vereador;22022;MARINHO BISPO DOS SANTOS;LUCAS MARINHO;PR;PR;1;Suplente;2017-03-14 14:06:37;58017;190000012973;;2;;433;
RJ;ANGRA DOS REIS;13;Vereador;20600;WILLISTON PRAVATO;PASTOR WILLISTON PRAVATO;PSC;PSC;1;Suplente;2017-03-14 14:06:37;58017;190000005179;;2;;423;
RJ;ANGRA DOS REIS;13;Vereador;11010;HELIO ALVES DE SOUTO;HELIO FLAMENGUISTA;PP;PP / PSL;1;Não Eleito;2017-03-14 14:06:37;58017;190000013564;;2;;404;
RJ;ANGRA DOS REIS;13;Vereador;15222;JESI BATISTA DOS SANTOS;MÃO BRANCA;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007867;;2;;401;
RJ;ANGRA DOS REIS;13;Vereador;12700;ULISSES PEREIRA DE SOUZA;DR, ULISSES;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017323;;2;;397;
RJ;ANGRA DOS REIS;13;Vereador;40333;RAFAEL FAGNER DE OLIVEIRA;RAFAEL OLIVEIRA;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005234;;2;;394;
RJ;ANGRA DOS REIS;13;Vereador;15456;ELIANE DOS SANTOS PEREIRA DA COSTA;ELIANE COSTA;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007878;;2;;390;
RJ;ANGRA DOS REIS;13;Vereador;15555;ROBSON MAURÍCIO DE SOUZA AGUIAR;GATÃO;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007881;;2;;387;
RJ;ANGRA DOS REIS;13;Vereador;31123;ROGERIO SALVADOR DE SOUZA;ROGERIO SALVADOR MOTORISTA;PHS;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011192;;2;;376;
RJ;ANGRA DOS REIS;13;Vereador;31024;NIVALDO MARCELINO DE SOUZA;BALBOA;PHS;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011190;;2;;371;
RJ;ANGRA DOS REIS;13;Vereador;22193;SEBASTIAO DE SOUZA;GUEDES;PR;PR;1;Suplente;2017-03-14 14:06:37;58017;190000012976;;2;;362;
RJ;ANGRA DOS REIS;13;Vereador;23123;JEFFERSON AFFONSO SOARES;JEFINHO;PPS;PPS;1;Não Eleito;2017-03-14 14:06:37;58017;190000005206;;2;;354;
RJ;ANGRA DOS REIS;13;Vereador;22678;JOSUÉ FRANCISCO LOTÉRIO;JOSUÉ LOTÉRIO;PR;PR;1;Suplente;2017-03-14 14:06:37;58017;190000012970;;2;;353;
RJ;ANGRA DOS REIS;13;Vereador;15633;ARY BERNARDO DA SILVA FILHO;ARY BERNARDO;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007863;;2;;352;
RJ;ANGRA DOS REIS;13;Vereador;77345;WALTER LOURENÇO DE LIMA;WALTER DA ESCOLINHA;SD;SD / PMB;1;Não Eleito;2017-03-14 14:06:37;58017;190000009458;;2;;348;
RJ;ANGRA DOS REIS;13;Vereador;45200;DAVID LOURENÇO DE BARROS;DAVID LOURENÇO PAÇOCA;PSDB;PSDB;1;Não Eleito;2017-03-14 14:06:37;58017;190000011141;;2;;345;
RJ;ANGRA DOS REIS;13;Vereador;54123;ROBSON TAVARES;PSIUU,ROBSON TAVARES;PPL;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011203;;2;;337;
RJ;ANGRA DOS REIS;13;Vereador;40321;ROGÉRIO CUNHA MOREIRA;ROGERINHO;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005238;;2;;329;
RJ;ANGRA DOS REIS;13;Vereador;11233;RAIMUNDO RABELO DA SILVA;RABELLO;PP;PP / PSL;1;Não Eleito;2017-03-14 14:06:37;58017;190000013574;;2;;326;
RJ;ANGRA DOS REIS;13;Vereador;33678;CARLOS MAGNO IGIDIO;MAGUINHO DOS RODOVIARIOS;PMN;PROS / PMN;1;Não Eleito;2017-03-14 14:06:37;58017;190000012566;;2;;322;
RJ;ANGRA DOS REIS;13;Vereador;14001;ADAIR MENDONÇA;MALA VELHA;PTB;PTB / PTN;1;Não Eleito;2017-03-14 14:06:37;58017;190000004060;;2;;321;
RJ;ANGRA DOS REIS;13;Vereador;20020;MARCONDES MOREIRA;MARCONDES;PSC;PSC;1;Suplente;2017-03-14 14:06:37;58017;190000005169;;2;;319;
RJ;ANGRA DOS REIS;13;Vereador;40231;MARCOS ROGELIO GONÇALVES CORREIA;ROGELIO MR INTERNET;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005241;;2;;312;
RJ;ANGRA DOS REIS;13;Vereador;90222;ELIVELTON CONCEIÇAÕ DA CUNHA;ELIVELTON;PROS;PROS / PMN;1;Não Eleito;2017-03-14 14:06:37;58017;190000012575;;2;;312;
RJ;ANGRA DOS REIS;13;Vereador;15015;SYDNEY SIQUEIRA FERREIRA;NEY MAANAIM;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007873;;2;;307;
RJ;ANGRA DOS REIS;13;Vereador;31000;LUCIANO DA SILVA MONTES;LUCIANO DO MERCADO;PHS;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011187;;2;;303;
RJ;ANGRA DOS REIS;13;Vereador;13633;LILIAN SANTOS DE ARAUJO MEIRA;LILIAN;PT;PT / PV;1;Não Eleito;2017-03-14 14:06:37;58017;190000008416;;2;;298;
RJ;ANGRA DOS REIS;13;Vereador;33123;ELTON DA SILVA LEITE;ELTON QUINHO;PMN;PROS / PMN;1;Não Eleito;2017-03-14 14:06:37;58017;190000012570;;2;;297;
RJ;ANGRA DOS REIS;13;Vereador;77444;ROMILSON MIGUEL DOS SANTOS;ROMILSON  MIGUEL;SD;SD / PMB;1;Não Eleito;2017-03-14 14:06:37;58017;190000009456;;2;;292;
RJ;ANGRA DOS REIS;13;Vereador;22030;ALEX SANDRO DE MELO BATISTA DE MOURA;ALEX SANDRO (LELECO);PR;PR;1;Suplente;2017-03-14 14:06:37;58017;190000012967;;2;;285;
RJ;ANGRA DOS REIS;13;Vereador;90101;IRSO COLLUSSI;IRSO PICA PAU;PROS;PROS / PMN;1;Não Eleito;2017-03-14 14:06:37;58017;190000012576;;2;;282;
RJ;ANGRA DOS REIS;13;Vereador;77100;ELISANGELA COELHO GLORIA DA SILVA;ELISANGELA COELHO;SD;SD / PMB;1;Não Eleito;2017-03-14 14:06:37;58017;190000009447;;2;;274;
RJ;ANGRA DOS REIS;13;Vereador;43123;NILTON CÉSAR DE PONTES;NILTINHO DO PV;PV;PT / PV;1;Não Eleito;2017-03-14 14:06:37;58017;190000008428;;2;;272;
RJ;ANGRA DOS REIS;13;Vereador;40456;WALKIR DOS SANTOS BEZERRA;WALKIR DO ANGRA;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005229;;2;;270;
RJ;ANGRA DOS REIS;13;Vereador;19101;ANDREA CRISTINA DE OLIVEIRA;ANDREA OLIVEIRA;PTN;PTB / PTN;1;Não Eleito;2017-03-14 14:06:37;58017;190000004061;;2;;267;
RJ;ANGRA DOS REIS;13;Vereador;54434;VALERIA SANTOS FONSECA JORGE;VALERIA DA SAUDE;PPL;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011204;;2;;264;
RJ;ANGRA DOS REIS;13;Vereador;45555;ALEX RAFAEL DE SOUZA;ALEX DO REBOQUE;PSDB;PSDB;1;Não Eleito;2017-03-14 14:06:37;58017;190000011137;;2;;261;
RJ;ANGRA DOS REIS;13;Vereador;54555;PAULO CESAR RODRIGUES DA SILVA;PAULINHO DA EVAL;PPL;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011202;;2;;258;
RJ;ANGRA DOS REIS;13;Vereador;27456;IVO GABRIEL SOBRINHO;NENEM;PSDC;PSDC / PRTB;1;Não Eleito;2017-03-14 14:06:37;58017;190000021477;;2;;250;
RJ;ANGRA DOS REIS;13;Vereador;13300;FABIO MACEDO DIAS;FABIO MACEDO;PT;PT / PV;1;Não Eleito;2017-03-14 14:06:37;58017;190000008422;;2;;248;
RJ;ANGRA DOS REIS;13;Vereador;40888;GERALDO JOSÉ MIGUEL;GERALDO MARCINEIRO;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005224;;2;;231;
RJ;ANGRA DOS REIS;13;Vereador;28281;JAYSON MATHEUS RODRIGUES;JOSAFAZINHO;PRTB;PSDC / PRTB;1;Não Eleito;2017-03-14 14:06:37;58017;190000021486;;2;;230;
RJ;ANGRA DOS REIS;13;Vereador;22777;CARLOS AUGUSTO DE CASTRO MENEZES;ARANHA;PR;PR;1;Suplente;2017-03-14 14:06:37;58017;190000012969;;2;;223;
RJ;ANGRA DOS REIS;13;Vereador;45123;FABIANO DA CUNHA;BIANO BIAL;PSDB;PSDB;1;Não Eleito;2017-03-14 14:06:37;58017;190000011144;;2;;220;
RJ;ANGRA DOS REIS;13;Vereador;77717;ARILSON BATISTA DE OLIVEIRA DOS SANTOS;ARILSON DAS QUENTINHAS;SD;SD / PMB;1;Não Eleito;2017-03-14 14:06:37;58017;190000009444;;2;;214;
RJ;ANGRA DOS REIS;13;Vereador;40122;GILDA ROSA DE ASSIS;GILDA  ASSIS;PSB;PSB;1;Suplente;2017-03-14 14:06:37;58017;190000005239;;2;;208;
RJ;ANGRA DOS REIS;13;Vereador;11333;FERNANDO DE OLIVEIRA MACHADO;FERNANDO DO ESAL;PP;PP / PSL;1;Não Eleito;2017-03-14 14:06:37;58017;190000013563;;2;;203;
RJ;ANGRA DOS REIS;13;Vereador;12500;GRACIELE DE CAMPOS SILVA JULIANI;GRAZI ZEU;PDT;PDT;1;Suplente;2017-03-14 14:06:37;58017;190000017310;;2;;202;
RJ;ANGRA DOS REIS;13;Vereador;27123;ARLEI DOS SANTOS FONSECA;ARLEI;PSDC;PSDC / PRTB;1;Não Eleito;2017-03-14 14:06:37;58017;190000021473;;2;;195;
RJ;ANGRA DOS REIS;13;Vereador;23333;CRISTIANO DE CARVALHO;CRISTIANO CHERRY;PPS;PPS;1;Não Eleito;2017-03-14 14:06:37;58017;190000005218;;2;;192;
RJ;ANGRA DOS REIS;13;Vereador;77193;PAULO CESAR DE JESUS;JESUS BOTINHO;SD;SD / PMB;1;Não Eleito;2017-03-14 14:06:37;58017;190000009454;;2;;192;
RJ;ANGRA DOS REIS;13;Vereador;10133;JORGE DE OLIVEIRA CUNHA;JORGINHO;PRB;PRB;1;Não Eleito;2017-03-14 14:06:37;58017;190000014686;;2;;191;
RJ;ANGRA DOS REIS;13;Vereador;15611;JORGE CLÍMACO MARIANO;JORGE CLÍMACO;PMDB;PMDB;1;Suplente;2017-03-14 14:06:37;58017;190000007868;;2;;190;
RJ;ANGRA DOS REIS;13;Vereador;51523;MARCUS VINICIUS DIAS;MARCUS;PEN;PHS / PEN / PPL;1;Não Eleito;2017-03-14 14:06:37;58017;190000011188;;2;;189;
